title,overview,genres,release_date
"A Woman, a Gun and a Noodle Shop","Wang is a gloomy, cunning and avaricious noodle shop owner in a desert town in China. His neglected, sharp-tongued wife is involved in a secret affair with Li, one of Wang’s employees. A timid man, Li reluctantly keeps the gun his lover has bought to kill her husband. But Wang is watching their every move. He bribes patrol officer Zhang to murder the illicit couple. It seems like a perfect plan: the affair will come to a cruel, bloody but satisfying end… or so he thinks. The equally wicked Zhang has an agenda of his own. As the plot twists, more blood will flow, and ever greater violence will erupt…","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2009-12-11
Casino Jack,"Based on a true story, a hot shot Washington DC lobbyist and his protégé go down hard as their schemes to peddle influence lead to corruption and murder.","[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2010-09-16
The Apparition,"Plagued by frightening occurrences in their home, Kelly and Ben learn that a university's parapsychology experiment produced an entity that is now haunting them. The malevolent spirit feeds on fear and torments the couple no matter where they run. Desperate, Kelly and Ben turn to a paranormal researcher, but even with his aid, it may already be too late to save themselves from the terrifying presence.","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2012-08-23
Mrs Henderson Presents,"Eccentric 70-year-old widow purchases the Windmill Theatre in London as a post-widowhood hobby. After starting an innovative continuous variety review, which is copied by other theaters, they begin to lose money. Mrs Henderson suggests they add female nudity similar to the Moulin Rouge in Paris","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2005-09-09
Little Children,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations.","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2006-10-06
Teenage Mutant Ninja Turtles,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",2014-08-07
Sicko,"Sicko is a Michael Moore documentary about the corrupt health care system in The United States who's main goal is to make profit even if it means losing peoples lives. ""The more people you deny health insurance the more money we make"" is the business model for health care providers in America.","[{""id"": 99, ""name"": ""Documentary""}]",2007-05-18
The Sessions,"Though a childhood bout with polio left him dependent on an iron lung, Mark O'Brien (John Hawkes) maintains a career as a journalist and poet. A writing assignment dealing with sex and the disabled piques Mark's curiosity, and he decides to investigate the possibility of experiencing sex himself. When his overtures toward a caregiver scare her away, he books an appointment with sex surrogate Cheryl Green (Helen Hunt) to lose his virginity.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",2012-05-02
Light from the Darkroom,Light in the Darkroom is the story of two best friends whose faith is tested when their friends disappear during a religious pilgrimage.,[],2014-01-01
A Most Wanted Man,"When a half-Chechen, half-Russian, tortured half-to-death immigrant turns up in Hamburg's Islamic community, laying claim to his father's ill gotten fortune, both German and US security agencies take a close interest: as the clock ticks down and the stakes rise, the race is on to establish this most wanted man's true identity - oppressed victim or destruction-bent extremist?","[{""id"": 53, ""name"": ""Thriller""}]",2014-07-25
Capote,"A biopic of the writer, Truman Capote and his assignment for The New Yorker to write the non-fiction book, 'In Cold Blood'.","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2005-09-30
Philomena,"A woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent.","[{""id"": 18, ""name"": ""Drama""}]",2013-11-01
Red Riding: In the Year of Our Lord 1974,"It's Yorkshire in 1974, and fear, mistrust and institutionalised police corruption are running riot. Rookie journalist Eddie Dunford is determined to search for the truth in an increasingly complex maze of lies and deceit surrounding the police investigation into a series of child abductions.  When young Clare Kemplay goes missing, Eddie and his colleague, Barry, persuade their editor to let them investigate links with two similar abductions in the last decade.  But after a mutilated body is found on a construction site owned by a local property magnate, Eddie and Barry are drawn into a deadly world of secrecy, intimidation, shocking revelations and police brutality.","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2009-02-28
Up Close & Personal,"Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tally’s career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart...","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1996-03-01
Predator 2,"Ten years after a band of mercenaries first battled a vicious alien, the invisible creature from another world has returned to Earth -- and this time, it's drawn to the gang-ruled and ravaged city of Los Angeles. When it starts murdering drug dealers, detective-lieutenant Mike Harrigan and his police force set out to capture the creature, ignoring warnings from a mysterious government agent to stay away.","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1990-11-20
The Californians,"When real estate mogul Gavin Ransom (Noah Wyle) announces his plan to cover California's northern coast with scores of mini-mansions, his environmentalist sister, Olive (Ileana Douglas), launches a protest to stop him. But there's trouble ahead when Gavin begins falling for the pretty folk singer (Kate Mara) who's helping Olive's cause. This clever West Coast satire from writer-director Jonathan Parker is a twist on Henry James's The Bostonians.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2005-10-21
He's Just Not That Into You,"Remember that really cute guy who said he'd call – and didn't? Maybe he lost your number. Maybe he's in the hospital. Maybe he's awed by your beauty, brains or success. Or maybe... he's just not that into you.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2009-02-06
Train,This new Train tells the tale of an American wrestling team who board a train that just so happens to be used as a supermarket for organ harvesters.,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2008-10-16
The Wind That Shakes the Barley,"Set during the 1920’s Irish revolution against the British, an Irish medical student is about to start his new job in London – but after he witnesses the mercenary atrocities of the British, he decides to join his brother in the IRA to fight for Irish independence.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",2006-05-18
Breakfast of Champions,A portrait of a fictional town in the mid west that is home to a group of idiosyncratic and slightly neurotic characters. Dwayne Hoover is a wealthy car dealer-ship owner that's on the brink of suicide and is losing touch with reality.,"[{""id"": 35, ""name"": ""Comedy""}]",1999-02-13
Dolphin Tale 2,The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",2014-09-12
The Blood of My Brother: A Story of Death in Iraq,"THE BLOOD OF MY BROTHER goes behind the scenes of one Iraqi family's struggle to survive amidst the carnage of the growing Shia insurgency. Nineteen-year-old Ibrahim dreams of revenge when his brother is shot and killed by an American patrol. With scenes of fighting and death on the streets of Baghdad, this is the closest most viewers will ever come to being in Iraq; kneeling in prayer amidst a thousand Muslim worshipers, feeling the roar of low-flying Apaches, riding atop a sixty-ton tank, driving with masked resistance fighters to attack American positions, fleeing the threat of an overwhelming response, the blood in the street, a tank on fire, or the cold, distant stare of a dead Iraqi fighter. Written by Andrew Berends.",[],2005-11-25
Armageddon,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",1998-07-01
Dracula Untold,"Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.","[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10752, ""name"": ""War""}]",2014-10-01
